length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,submit_email,sfh,iframe,popup_window,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,status
37,30,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.027027027,0.033333333,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,17,17,0,12.5,12.5,0,0,1,0,0,0,0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
63,27,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.095238095,0,0,0,0,1,0,2,0,0,0,0,1,0,8,2,2,2,5,9,9,8,5.75,5.25,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
31,24,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,9,9,0,11,11,0,10,10,0,0,0,0,0,0,1,0,1.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1
55,17,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.018181818,0,0,0,0,0,0,2,0,0,0,0,1,0,7,6,1,3,1,9,9,9,5.428571429,6,5.2,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0
63,26,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,3,3,4,18,18,10,7.833333333,10.5,6.5,0,0,0,0,0,3,0,0.038461538,0,0.230769231,0,0,0,0,0,0,0,0,0,1,0
93,14,1,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.258064516,0,0,0,0,0,0,2,0,0,0,0,1,0,6,3,4,8,4,32,8,32,12.5,8,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
72,10,1,1,1,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1,0,0,1,1,0.097222222,0,0,0,0,0,0,1,1,0,0,0,0,0,7,6,3,6,3,14,6,14,7.571428571,6,7.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
34,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.058823529,0.08,0,0,0,0,0,2,0,0,0,0,0,0,2,1,6,6,0,14,14,0,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
43,35,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,1,3,3,0,8,8,0,5.6,5.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
214,37,1,5,0,0,1,2,0,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.23364486,0.540540541,0,0,0,0,1,3,0,0,0,0,2,0,13,11,1,12,1,70,20,70,14.53846154,16,14.27272727,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
37,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,2,9,9,4,4.2,5.5,3.333333333,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
37,29,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,22,22,0,12.5,12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,16,0,1,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,2,12,2,12,12,10,7.1,12,6.555555556,2,0,0,0,0,2,0,0.529411765,0,0,0,0,0,0,0,0,0,0,1,1,0
63,25,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.126984127,0.32,0,0,0,0,1,3,0,0,0,0,1,0,5,1,3,10,3,20,11,20,9.8,10.5,9.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,28,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,20,20,0,11.5,11.5,0,0,0,0,0,0,1,0,0.571428571,0,0,0,0,0,0,0,0,0,0,1,1,0
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,0,0.011627907,0,0,0,0,0,0,0,0,0,0,0,0,0
45,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,7,11,11,10,7.75,7,8.5,0,0,0,0,0,2,0,0,0,0.02247191,0,0,0,0,0,0,0,0,1,1,0
36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,6,6,0,18,18,0,12,12,0,0,1,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,1,0,0
41,16,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,2,2,9,9,4,4,5.5,3.25,0,1,0,0,0,0,0,0.428571429,0,0.057142857,0,0,0,0,0,0,0,0,0,1,0
33,25,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,0,9,9,0,6.333333333,6.333333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,1,0,0
24,15,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,3,2,2,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,13,1,24,0,1,2,8,0,10,18,0,0,21,0,5,0,8,0,0,1,0,1,4,1,0.04,0.769230769,0,0,1,1,1,3,0,0,0,0,1,1,80,10,1,2,1,10,3,10,4.275,2.5,4.368421053,3,0,0,1,0,3,0,0,0,0.166666667,1,0,0,0,0,0,0,0,1,1,1
47,16,0,3,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.021276596,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,1,3,1,8,8,4,3,5.5,2.285714286,0,0,0,0,0,1,0,0.058823529,0,0,0,0,0,0,0,0,0,0,1,0,1
96,22,0,1,1,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10,2,2,18,2,18,18,9,7.5,18,6.333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
54,18,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,2,4,12,4,12,12,10,7.4,12,6.25,0,0,0,0,0,1,0,0.133333333,0,0,0,0,0,0,0,0,0,0,1,1,1
15,4,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.133333333,0.25,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,1,3,3,1,3,2,1,3,0,0,0,0,0,10,0,0.017857143,0,0,0,0,0,0,0,0,0,0,1,1,1
40,14,0,4,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,6,3,2,2,3,7,3,7,4,2.666666667,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
44,24,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.136363636,0.25,0,0,0,0,0,3,1,1,0,0,1,0,5,1,3,3,12,12,8,12,5.8,4.25,12,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,1,1,1
24,17,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,6,6,0,7,7,0,6.5,6.5,0,0,0,0,0,0,2,0,0.583333333,0,0,0,0,0,0,0,0,0,0,1,0,1
55,18,0,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.018181818,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,3,4,3,12,9,12,6.333333333,6.5,6.25,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,1,0,0
30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,7,0,1,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.104166667,0.142857143,0,0,0,0,0,1,0,1,0,0,1,0,5,1,1,4,1,13,4,13,6.6,4,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,10,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,3,1,12,3,12,4.4,3,5.333333333,0,0,0,0,0,0,0,0.315789474,0,0,0,0,0,0,0,0,0,0,1,0,1
45,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,8,10,10,9,7.5,6.5,8.5,0,0,0,0,0,1,0,0,0,0.137931034,0,0,0,0,0,0,0,0,0,1,0
27,20,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,13,13,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
54,23,0,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,3,3,3,15,15,7,6.333333333,9,5,0,0,0,0,0,2,0,0.047619048,0,0,0,0,0,0,0,0,0,0,1,1,0
211,18,1,2,3,0,1,2,0,3,1,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0.45971564,0.055555556,0,0,0,0,0,2,0,0,0,0,0,0,14,6,2,2,2,64,7,64,13.28571429,4,15.81818182,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
31,24,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,11,11,0,9.5,9.5,0,0,1,0,0,0,0,0,0.846153846,0,0.615384615,0,0,0,0,0,0,0,0,1,0,1
28,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,9,9,2,4.666666667,6,2,0,0,0,0,0,5,0,0.021621622,0,0.043243243,0,0,0,0,0,0,0,0,0,1,0
120,15,1,2,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.15,0,0,0,0,0,0,2,1,0,0,0,0,0,11,9,2,11,2,32,11,32,9,11,8.8,4,0,0,0,0,0,0,0.5,0,0.3,1,0,0,0,0,0,0,0,1,0,1
22,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,1,1,0
26,18,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,14,14,0,14,14,0,14,14,0,0,0,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1
52,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,4,5,4,21,6,21,9,5.5,12.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,3,3,3,9,9,8,9,6.666666667,5.5,9,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
68,18,0,1,0,0,0,0,0,0,4,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.102941176,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,1,14,1,14,14,6,5.333333333,14,4.25,0,0,0,0,0,0,0,0.773584906,0,0.018867925,1,0,0,0,0,0,0,0,1,1,1
16,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6,6,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
71,16,1,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.098591549,0,0,0,0,0,0,3,1,0,0,0,2,0,9,4,3,3,4,8,8,8,5.777777778,5.5,5.857142857,0,0,0,0,0,1,0,0.26,0,0.2,0,0,0,0,0,0,0,0,0,0,0
33,11,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,4,7,4,7,7,7,6,7,5.5,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,1,1,1
144,32,1,5,1,0,3,1,0,3,0,0,0,6,0,1,1,2,1,0,0,0,0,0,0,0.090277778,0.40625,0,0,0,0,0,3,1,0,0,0,0,0,17,7,3,3,3,14,13,14,6.823529412,8.666666667,6.428571429,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,1,1,1
283,17,1,3,8,0,1,3,0,4,0,0,17,3,0,1,0,3,0,7,0,0,0,0,0,0.286219081,0,0,0,0,0,0,3,0,0,0,0,0,0,36,6,2,4,2,17,8,17,6.527777778,6,6.558823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
235,22,1,4,0,0,1,2,0,3,1,0,0,6,0,1,0,2,0,0,1,0,0,0,1,0.425531915,0,0,0,0,0,0,3,0,0,0,0,0,0,15,9,3,3,3,64,15,64,14.06666667,9,14.84615385,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
40,7,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.025,0.142857143,0,0,0,0,0,1,0,0,0,0,1,0,4,1,4,4,5,10,4,10,6.5,4,7.333333333,0,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0,0,1,1,0
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,15,15,0,9,9,0,0,0,0,0,0,2,0,0.25,0,0.0625,0,0,0,0,0,0,0,0,1,1,0
61,22,0,3,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,4,3,3,3,14,14,9,6.142857143,8.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
48,39,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.083333333,0.102564103,0,0,0,0,0,2,0,0,0,0,0,0,4,0,6,6,0,11,11,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50,27,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,2,0,4,4,3,3,5,19,19,8,8.75,11,6.5,0,0,0,0,0,12,0,0.030769231,0,0.030769231,1,0,0,0,0,0,0,0,1,0,0
49,11,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,7,3,9,7,9,5.5,7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,18,1,4,1,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.101265823,0,0,0,0,0,0,3,1,0,1,0,1,0,11,2,2,4,2,10,9,10,5.181818182,6.5,4.888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,8,8,0,11,11,0,9.5,9.5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,2,0,0.176470588,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0
67,21,0,1,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.059701493,0,0,0,1,0,0,1,0,0,0,0,1,0,4,1,5,18,5,22,18,22,12.75,18,11,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,2,0,0.0625,0,0.020833333,0,0,0,0,0,0,0,0,1,1,0
57,15,0,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,3,2,3,2,12,7,12,5.714285714,5,6,0,0,0,0,0,0,0,0.71875,0,0,0,0,0,0,0,0,0,0,1,1,0
46,23,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,3,3,16,16,5,6.4,9.5,4.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
38,17,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,5,3,3,5,10,10,6,6,6.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
155,14,1,4,6,1,0,2,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,1,0.4,0,0,0,1,0,0,3,0,0,0,0,0,0,14,41,2,3,2,17,7,17,9.357142857,5,10.08333333,1,0,0,0,1,0,0,0.4375,0,0.625,0,0,0,0,0,0,0,0,1,1,1
47,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,12,12,6,5,7.5,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
56,18,0,1,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,2,14,2,14,14,8,5.571428571,14,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71,25,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,2,3,2,18,18,12,7.857142857,10.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
44,36,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,8,8,0,23,23,0,15.5,15.5,0,0,1,0,0,0,3,0,0.216216216,0,0,0,0,0,0,0,0,0,0,1,1,0
33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,0,0.384615385,0,0.038461538,1,0,0,0,0,0,0,0,1,1,0
27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,12,12,0,7.5,7.5,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,1,0
36,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,9,3,10,9,10,7.333333333,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,18,18,0,10.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,15,1,1,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.166666667,0,0,0,0,0,0,1,1,0,0,0,1,0,9,3,2,11,2,32,11,32,9.222222222,11,9,3,0,0,0,0,0,0,0.555555556,0,0.222222222,1,0,0,0,0,0,0,0,1,0,1
50,25,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.02,0.04,0,0,0,0,0,2,0,1,0,0,1,0,6,0,2,2,8,8,8,8,5.666666667,4.5,8,0,0,0,0,0,3,0,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,1,1,1
24,17,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,14,0,14,14,0,14,14,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,1,0
67,16,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,7,4,3,3,6,10,8,10,6.857142857,5.5,7.4,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0
158,15,1,4,6,1,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.379746835,0,0,0,0,0,0,3,0,0,0,0,0,0,14,7,2,8,2,24,8,24,9.285714286,8,9.384615385,1,0,0,0,0,0,0,0.4375,0,0.625,0,0,0,0,0,0,0,0,1,1,1
21,13,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,1,0,1
30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1,1,0
21,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,18,1,2,2,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.126984127,0,0,0,0,0,0,2,0,0,0,0,0,0,7,4,2,3,2,16,10,16,6.428571429,6.5,6.4,0,0,0,0,0,3,0,0.066666667,0,0.044444444,0,0,0,0,0,0,0,0,1,1,0
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,17,0,0.027777778,0,0,0,0,0,0,0,0,0,0,1,1,0
38,29,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,3,3,0,11,11,0,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
41,33,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,2,0,5,1,3,3,0,7,7,0,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,25,0,2,1,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,3,1,10,10,1,5,6.333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
32,12,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,2,3,8,3,8,8,7,6,8,5,0,0,0,0,0,0,0,0.5,0,0.2,1,0,0,0,0,0,0,0,0,1,0
